Sr No._x,Date of Encashment,Name of the Political Party,Account no. of Political Party,Prefix,Bond Number,Denominations_x,Pay Branch Code,Pay Teller,Prefix_BondNumber_x,Sr No._y,Reference No  (URN),Journal Date,Date of Purchase,Date of Expiry,Name of the Purchaser,Denominations_y,Issue Branch Code,Issue Teller,Status,Prefix_BondNumber_y
15863,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7403,1000000,847,6013147,TL_7403,14479,00847202307120000003192,2023-07-12,2023-07-12,2023-07-26,BOSE CONSTRUCTIONS,1000000,847,6458726,Paid,TL_7403
15864,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7401,1000000,847,6013147,TL_7401,14480,00847202307120000003192,2023-07-12,2023-07-12,2023-07-26,BOSE CONSTRUCTIONS,1000000,847,6458726,Paid,TL_7401
15865,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7405,1000000,847,6013147,TL_7405,14481,00847202307120000003192,2023-07-12,2023-07-12,2023-07-26,BOSE CONSTRUCTIONS,1000000,847,6458726,Paid,TL_7405
15866,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7398,1000000,847,6013147,TL_7398,14482,00847202307120000003192,2023-07-12,2023-07-12,2023-07-26,BOSE CONSTRUCTIONS,1000000,847,6458726,Paid,TL_7398
15867,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7400,1000000,847,6013147,TL_7400,14483,00847202307120000003192,2023-07-12,2023-07-12,2023-07-26,BOSE CONSTRUCTIONS,1000000,847,6458726,Paid,TL_7400
15868,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7397,1000000,847,6013147,TL_7397,14724,00847202307120000003199,2023-07-12,2023-07-12,2023-07-26,RAMESH KRISHNA ENGINEERS PRIVATE LIMITED,1000000,847,6458726,Paid,TL_7397
15869,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7399,1000000,847,6013147,TL_7399,14725,00847202307120000003199,2023-07-12,2023-07-12,2023-07-26,RAMESH KRISHNA ENGINEERS PRIVATE LIMITED,1000000,847,6458726,Paid,TL_7399
15870,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7402,1000000,847,6013147,TL_7402,14489,00847202307120000003200,2023-07-12,2023-07-12,2023-07-26,BUTTA HOSPITALITIES PVT LTD,1000000,847,6458726,Paid,TL_7402
15871,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7404,1000000,847,6013147,TL_7404,14490,00847202307120000003200,2023-07-12,2023-07-12,2023-07-26,BUTTA HOSPITALITIES PVT LTD,1000000,847,6458726,Paid,TL_7404
15872,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7408,1000000,847,6013147,TL_7408,14484,00847202307120000003202,2023-07-12,2023-07-12,2023-07-26,BSCPL INFRASTRUCTURE LIMITED,1000000,847,6458726,Paid,TL_7408
15873,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7412,1000000,847,6013147,TL_7412,14485,00847202307120000003202,2023-07-12,2023-07-12,2023-07-26,BSCPL INFRASTRUCTURE LIMITED,1000000,847,6458726,Paid,TL_7412
15874,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7406,1000000,847,6013147,TL_7406,14486,00847202307120000003202,2023-07-12,2023-07-12,2023-07-26,BSCPL INFRASTRUCTURE LIMITED,1000000,847,6458726,Paid,TL_7406
15875,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7414,1000000,847,6013147,TL_7414,14487,00847202307120000003202,2023-07-12,2023-07-12,2023-07-26,BSCPL INFRASTRUCTURE LIMITED,1000000,847,6458726,Paid,TL_7414
15876,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7410,1000000,847,6013147,TL_7410,14488,00847202307120000003202,2023-07-12,2023-07-12,2023-07-26,BSCPL INFRASTRUCTURE LIMITED,1000000,847,6458726,Paid,TL_7410
15877,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7407,1000000,847,6013147,TL_7407,14802,00847202307120000003207,2023-07-12,2023-07-12,2023-07-26,TSHARKS INFRA DEVELOPERS PRIVATE LI,1000000,847,6458726,Paid,TL_7407
15878,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7411,1000000,847,6013147,TL_7411,14803,00847202307120000003207,2023-07-12,2023-07-12,2023-07-26,TSHARKS INFRA DEVELOPERS PRIVATE LI,1000000,847,6458726,Paid,TL_7411
15879,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7413,1000000,847,6013147,TL_7413,14804,00847202307120000003207,2023-07-12,2023-07-12,2023-07-26,TSHARKS INFRA DEVELOPERS PRIVATE LI,1000000,847,6458726,Paid,TL_7413
15880,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7409,1000000,847,6013147,TL_7409,14805,00847202307120000003207,2023-07-12,2023-07-12,2023-07-26,TSHARKS INFRA DEVELOPERS PRIVATE LI,1000000,847,6458726,Paid,TL_7409
15881,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7415,1000000,847,6013147,TL_7415,14806,00847202307120000003207,2023-07-12,2023-07-12,2023-07-26,TSHARKS INFRA DEVELOPERS PRIVATE LI,1000000,847,6458726,Paid,TL_7415
15882,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7416,1000000,847,6013147,TL_7416,14720,00847202307120000003208,2023-07-12,2023-07-12,2023-07-26,R V SUBRAHAMANYAM ISTAMSETTY,1000000,847,6458726,Paid,TL_7416
15883,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7417,1000000,847,6013147,TL_7417,14534,00847202307120000003209,2023-07-12,2023-07-12,2023-07-26,ISTAMSETTY SONY,1000000,847,6458726,Paid,TL_7417
15884,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7425,1000000,847,6013147,TL_7425,14791,00847202307120000003228,2023-07-12,2023-07-12,2023-07-26,SUNIL ENGINEERING AND SYSTEMS,1000000,847,6458726,Paid,TL_7425
15885,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7419,1000000,847,6013147,TL_7419,14792,00847202307120000003228,2023-07-12,2023-07-12,2023-07-26,SUNIL ENGINEERING AND SYSTEMS,1000000,847,6458726,Paid,TL_7419
15886,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7423,1000000,847,6013147,TL_7423,14793,00847202307120000003228,2023-07-12,2023-07-12,2023-07-26,SUNIL ENGINEERING AND SYSTEMS,1000000,847,6458726,Paid,TL_7423
15887,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7421,1000000,847,6013147,TL_7421,14794,00847202307120000003228,2023-07-12,2023-07-12,2023-07-26,SUNIL ENGINEERING AND SYSTEMS,1000000,847,6458726,Paid,TL_7421
15888,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7427,1000000,847,6013147,TL_7427,14795,00847202307120000003228,2023-07-12,2023-07-12,2023-07-26,SUNIL ENGINEERING AND SYSTEMS,1000000,847,6458726,Paid,TL_7427
15889,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7434,1000000,847,6013147,TL_7434,14755,00847202307120000003230,2023-07-12,2023-07-12,2023-07-26,SRI SAI BIO ORGANICS( OPR BY R V SUBRAHM ANYAM I),1000000,847,6458726,Paid,TL_7434
15890,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7430,1000000,847,6013147,TL_7430,14756,00847202307120000003230,2023-07-12,2023-07-12,2023-07-26,SRI SAI BIO ORGANICS( OPR BY R V SUBRAHM ANYAM I),1000000,847,6458726,Paid,TL_7430
15891,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7428,1000000,847,6013147,TL_7428,14757,00847202307120000003230,2023-07-12,2023-07-12,2023-07-26,SRI SAI BIO ORGANICS( OPR BY R V SUBRAHM ANYAM I),1000000,847,6458726,Paid,TL_7428
15892,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7436,1000000,847,6013147,TL_7436,14758,00847202307120000003230,2023-07-12,2023-07-12,2023-07-26,SRI SAI BIO ORGANICS( OPR BY R V SUBRAHM ANYAM I),1000000,847,6458726,Paid,TL_7436
15893,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7432,1000000,847,6013147,TL_7432,14759,00847202307120000003230,2023-07-12,2023-07-12,2023-07-26,SRI SAI BIO ORGANICS( OPR BY R V SUBRAHM ANYAM I),1000000,847,6458726,Paid,TL_7432
15894,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7431,1000000,847,6013147,TL_7431,14741,00847202307120000003240,2023-07-12,2023-07-12,2023-07-26,SIAN INFRA AND REALCON LLP,1000000,847,6458726,Paid,TL_7431
15895,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7429,1000000,847,6013147,TL_7429,14742,00847202307120000003241,2023-07-12,2023-07-12,2023-07-26,SIAN INFRA AND REALCON LLP,1000000,847,6458726,Paid,TL_7429
15896,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7435,1000000,847,6013147,TL_7435,14776,00847202307120000003243,2023-07-12,2023-07-12,2023-07-26,SRIVAY INDUSTRIES LIMITED,1000000,847,6458726,Paid,TL_7435
15897,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7433,1000000,847,6013147,TL_7433,14777,00847202307120000003243,2023-07-12,2023-07-12,2023-07-26,SRIVAY INDUSTRIES LIMITED,1000000,847,6458726,Paid,TL_7433
15898,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7439,1000000,847,6013147,TL_7439,14778,00847202307120000003243,2023-07-12,2023-07-12,2023-07-26,SRIVAY INDUSTRIES LIMITED,1000000,847,6458726,Paid,TL_7439
15899,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7437,1000000,847,6013147,TL_7437,14779,00847202307120000003243,2023-07-12,2023-07-12,2023-07-26,SRIVAY INDUSTRIES LIMITED,1000000,847,6458726,Paid,TL_7437
15900,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7450,1000000,847,6013147,TL_7450,14810,00847202307120000003244,2023-07-12,2023-07-12,2023-07-26,TSHARKS OVERSEAS EDUCATION CONSULTA,1000000,847,6458726,Paid,TL_7450
15901,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7454,1000000,847,6013147,TL_7454,14811,00847202307120000003244,2023-07-12,2023-07-12,2023-07-26,TSHARKS OVERSEAS EDUCATION CONSULTA,1000000,847,6458726,Paid,TL_7454
15902,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7438,1000000,847,6013147,TL_7438,14812,00847202307120000003244,2023-07-12,2023-07-12,2023-07-26,TSHARKS OVERSEAS EDUCATION CONSULTA,1000000,847,6458726,Paid,TL_7438
15903,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7440,1000000,847,6013147,TL_7440,14813,00847202307120000003244,2023-07-12,2023-07-12,2023-07-26,TSHARKS OVERSEAS EDUCATION CONSULTA,1000000,847,6458726,Paid,TL_7440
15904,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7448,1000000,847,6013147,TL_7448,14814,00847202307120000003244,2023-07-12,2023-07-12,2023-07-26,TSHARKS OVERSEAS EDUCATION CONSULTA,1000000,847,6458726,Paid,TL_7448
15905,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7452,1000000,847,6013147,TL_7452,14815,00847202307120000003244,2023-07-12,2023-07-12,2023-07-26,TSHARKS OVERSEAS EDUCATION CONSULTA,1000000,847,6458726,Paid,TL_7452
15906,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7456,1000000,847,6013147,TL_7456,14816,00847202307120000003244,2023-07-12,2023-07-12,2023-07-26,TSHARKS OVERSEAS EDUCATION CONSULTA,1000000,847,6458726,Paid,TL_7456
15907,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7442,1000000,847,6013147,TL_7442,14817,00847202307120000003244,2023-07-12,2023-07-12,2023-07-26,TSHARKS OVERSEAS EDUCATION CONSULTA,1000000,847,6458726,Paid,TL_7442
15908,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7444,1000000,847,6013147,TL_7444,14818,00847202307120000003244,2023-07-12,2023-07-12,2023-07-26,TSHARKS OVERSEAS EDUCATION CONSULTA,1000000,847,6458726,Paid,TL_7444
15909,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,7446,1000000,847,6013147,TL_7446,14819,00847202307120000003244,2023-07-12,2023-07-12,2023-07-26,TSHARKS OVERSEAS EDUCATION CONSULTA,1000000,847,6458726,Paid,TL_7446
15910,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,3487,1000000,847,6013147,TL_3487,14512,00509202307120000003180,2023-07-12,2023-07-12,2023-07-26,EVEREST ENTERPRISE,1000000,509,7315678,Paid,TL_3487
15911,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,3485,1000000,847,6013147,TL_3485,14513,00509202307120000003180,2023-07-12,2023-07-12,2023-07-26,EVEREST ENTERPRISE,1000000,509,7315678,Paid,TL_3485
15912,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,3479,1000000,847,6013147,TL_3479,14840,00509202307120000003182,2023-07-12,2023-07-12,2023-07-26,VENKATESH NARAYAN REDDY,1000000,509,7315678,Paid,TL_3479
15913,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,TL,3483,1000000,847,6013147,TL_3483,14841,00509202307120000003182,2023-07-12,2023-07-12,2023-07-26,VENKATESH NARAYAN REDDY,1000000,509,7315678,Paid,TL_3483
15914,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,11055,100000,847,6013147,OL_11055,14083,00952202307100000003140,2023-07-10,2023-07-10,2023-07-24,MUPPANA VENKATA RAO,100000,952,8487561,Paid,OL_11055
15915,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,11013,100000,847,6013147,OL_11013,14084,00952202307100000003140,2023-07-10,2023-07-10,2023-07-24,MUPPANA VENKATA RAO,100000,952,8487561,Paid,OL_11013
15916,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,11043,100000,847,6013147,OL_11043,14085,00952202307100000003140,2023-07-10,2023-07-10,2023-07-24,MUPPANA VENKATA RAO,100000,952,8487561,Paid,OL_11043
15917,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,11052,100000,847,6013147,OL_11052,14086,00952202307100000003140,2023-07-10,2023-07-10,2023-07-24,MUPPANA VENKATA RAO,100000,952,8487561,Paid,OL_11052
15918,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,11027,100000,847,6013147,OL_11027,14087,00952202307100000003140,2023-07-10,2023-07-10,2023-07-24,MUPPANA VENKATA RAO,100000,952,8487561,Paid,OL_11027
15919,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,11005,100000,847,6013147,OL_11005,14297,00952202307110000003167,2023-07-11,2023-07-11,2023-07-25,MUPPANA VENKATA RAO,100000,952,8487561,Paid,OL_11005
15920,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,11057,100000,847,6013147,OL_11057,14298,00952202307110000003167,2023-07-11,2023-07-11,2023-07-25,MUPPANA VENKATA RAO,100000,952,8487561,Paid,OL_11057
15921,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,11029,100000,847,6013147,OL_11029,14299,00952202307110000003167,2023-07-11,2023-07-11,2023-07-25,MUPPANA VENKATA RAO,100000,952,8487561,Paid,OL_11029
15922,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,11002,100000,847,6013147,OL_11002,14300,00952202307110000003167,2023-07-11,2023-07-11,2023-07-25,MUPPANA VENKATA RAO,100000,952,8487561,Paid,OL_11002
15923,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,11038,100000,847,6013147,OL_11038,14301,00952202307110000003167,2023-07-11,2023-07-11,2023-07-25,MUPPANA VENKATA RAO,100000,952,8487561,Paid,OL_11038
15924,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23844,100000,847,6013147,OL_23844,14491,00847202307120000003200,2023-07-12,2023-07-12,2023-07-26,BUTTA HOSPITALITIES PVT LTD,100000,847,6458726,Paid,OL_23844
15925,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23846,100000,847,6013147,OL_23846,14492,00847202307120000003200,2023-07-12,2023-07-12,2023-07-26,BUTTA HOSPITALITIES PVT LTD,100000,847,6458726,Paid,OL_23846
15926,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23840,100000,847,6013147,OL_23840,14493,00847202307120000003200,2023-07-12,2023-07-12,2023-07-26,BUTTA HOSPITALITIES PVT LTD,100000,847,6458726,Paid,OL_23840
15927,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23842,100000,847,6013147,OL_23842,14494,00847202307120000003200,2023-07-12,2023-07-12,2023-07-26,BUTTA HOSPITALITIES PVT LTD,100000,847,6458726,Paid,OL_23842
15928,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23848,100000,847,6013147,OL_23848,14495,00847202307120000003200,2023-07-12,2023-07-12,2023-07-26,BUTTA HOSPITALITIES PVT LTD,100000,847,6458726,Paid,OL_23848
15929,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23854,100000,847,6013147,OL_23854,14721,00847202307120000003208,2023-07-12,2023-07-12,2023-07-26,R V SUBRAHAMANYAM ISTAMSETTY,100000,847,6458726,Paid,OL_23854
15930,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23850,100000,847,6013147,OL_23850,14722,00847202307120000003208,2023-07-12,2023-07-12,2023-07-26,R V SUBRAHAMANYAM ISTAMSETTY,100000,847,6458726,Paid,OL_23850
15931,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23852,100000,847,6013147,OL_23852,14723,00847202307120000003208,2023-07-12,2023-07-12,2023-07-26,R V SUBRAHAMANYAM ISTAMSETTY,100000,847,6458726,Paid,OL_23852
15932,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23851,100000,847,6013147,OL_23851,14535,00847202307120000003209,2023-07-12,2023-07-12,2023-07-26,ISTAMSETTY SONY,100000,847,6458726,Paid,OL_23851
15933,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23853,100000,847,6013147,OL_23853,14536,00847202307120000003209,2023-07-12,2023-07-12,2023-07-26,ISTAMSETTY SONY,100000,847,6458726,Paid,OL_23853
15934,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23861,100000,847,6013147,OL_23861,14432,00847202307120000003216,2023-07-12,2023-07-12,2023-07-26,ALA RAMANJANEYULU,100000,847,6458726,Paid,OL_23861
15935,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23863,100000,847,6013147,OL_23863,14433,00847202307120000003216,2023-07-12,2023-07-12,2023-07-26,ALA RAMANJANEYULU,100000,847,6458726,Paid,OL_23863
15936,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23859,100000,847,6013147,OL_23859,14434,00847202307120000003216,2023-07-12,2023-07-12,2023-07-26,ALA RAMANJANEYULU,100000,847,6458726,Paid,OL_23859
15937,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23857,100000,847,6013147,OL_23857,14435,00847202307120000003216,2023-07-12,2023-07-12,2023-07-26,ALA RAMANJANEYULU,100000,847,6458726,Paid,OL_23857
15938,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23855,100000,847,6013147,OL_23855,14436,00847202307120000003216,2023-07-12,2023-07-12,2023-07-26,ALA RAMANJANEYULU,100000,847,6458726,Paid,OL_23855
15939,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23867,100000,847,6013147,OL_23867,14760,00847202307120000003217,2023-07-12,2023-07-12,2023-07-26,SRI SAI BIO ORGANICS( OPR BY R V SUBRAHM ANYAM I),100000,847,6458726,Paid,OL_23867
15940,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23871,100000,847,6013147,OL_23871,14761,00847202307120000003217,2023-07-12,2023-07-12,2023-07-26,SRI SAI BIO ORGANICS( OPR BY R V SUBRAHM ANYAM I),100000,847,6458726,Paid,OL_23871
15941,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23873,100000,847,6013147,OL_23873,14762,00847202307120000003217,2023-07-12,2023-07-12,2023-07-26,SRI SAI BIO ORGANICS( OPR BY R V SUBRAHM ANYAM I),100000,847,6458726,Paid,OL_23873
15942,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23869,100000,847,6013147,OL_23869,14763,00847202307120000003217,2023-07-12,2023-07-12,2023-07-26,SRI SAI BIO ORGANICS( OPR BY R V SUBRAHM ANYAM I),100000,847,6458726,Paid,OL_23869
15943,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23865,100000,847,6013147,OL_23865,14764,00847202307120000003217,2023-07-12,2023-07-12,2023-07-26,SRI SAI BIO ORGANICS( OPR BY R V SUBRAHM ANYAM I),100000,847,6458726,Paid,OL_23865
15944,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23885,100000,847,6013147,OL_23885,14705,00847202307120000003226,2023-07-12,2023-07-12,2023-07-26,PREMIER PLASTIC INDUSTRIES,100000,847,6458726,Paid,OL_23885
15945,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23883,100000,847,6013147,OL_23883,14706,00847202307120000003226,2023-07-12,2023-07-12,2023-07-26,PREMIER PLASTIC INDUSTRIES,100000,847,6458726,Paid,OL_23883
15946,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23872,100000,847,6013147,OL_23872,14707,00847202307120000003226,2023-07-12,2023-07-12,2023-07-26,PREMIER PLASTIC INDUSTRIES,100000,847,6458726,Paid,OL_23872
15947,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23868,100000,847,6013147,OL_23868,14708,00847202307120000003226,2023-07-12,2023-07-12,2023-07-26,PREMIER PLASTIC INDUSTRIES,100000,847,6458726,Paid,OL_23868
15948,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23887,100000,847,6013147,OL_23887,14709,00847202307120000003226,2023-07-12,2023-07-12,2023-07-26,PREMIER PLASTIC INDUSTRIES,100000,847,6458726,Paid,OL_23887
15949,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23879,100000,847,6013147,OL_23879,14710,00847202307120000003226,2023-07-12,2023-07-12,2023-07-26,PREMIER PLASTIC INDUSTRIES,100000,847,6458726,Paid,OL_23879
15950,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23875,100000,847,6013147,OL_23875,14711,00847202307120000003226,2023-07-12,2023-07-12,2023-07-26,PREMIER PLASTIC INDUSTRIES,100000,847,6458726,Paid,OL_23875
15951,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23877,100000,847,6013147,OL_23877,14712,00847202307120000003226,2023-07-12,2023-07-12,2023-07-26,PREMIER PLASTIC INDUSTRIES,100000,847,6458726,Paid,OL_23877
15952,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23881,100000,847,6013147,OL_23881,14713,00847202307120000003226,2023-07-12,2023-07-12,2023-07-26,PREMIER PLASTIC INDUSTRIES,100000,847,6458726,Paid,OL_23881
15953,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23866,100000,847,6013147,OL_23866,14543,00847202307120000003227,2023-07-12,2023-07-12,2023-07-26,KARTIKEYA INFRA,100000,847,6458726,Paid,OL_23866
15954,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23874,100000,847,6013147,OL_23874,14544,00847202307120000003227,2023-07-12,2023-07-12,2023-07-26,KARTIKEYA INFRA,100000,847,6458726,Paid,OL_23874
15955,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23862,100000,847,6013147,OL_23862,14545,00847202307120000003227,2023-07-12,2023-07-12,2023-07-26,KARTIKEYA INFRA,100000,847,6458726,Paid,OL_23862
15956,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23864,100000,847,6013147,OL_23864,14546,00847202307120000003227,2023-07-12,2023-07-12,2023-07-26,KARTIKEYA INFRA,100000,847,6458726,Paid,OL_23864
15957,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23858,100000,847,6013147,OL_23858,14547,00847202307120000003227,2023-07-12,2023-07-12,2023-07-26,KARTIKEYA INFRA,100000,847,6458726,Paid,OL_23858
15958,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23860,100000,847,6013147,OL_23860,14548,00847202307120000003227,2023-07-12,2023-07-12,2023-07-26,KARTIKEYA INFRA,100000,847,6458726,Paid,OL_23860
15959,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23876,100000,847,6013147,OL_23876,14549,00847202307120000003227,2023-07-12,2023-07-12,2023-07-26,KARTIKEYA INFRA,100000,847,6458726,Paid,OL_23876
15960,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23856,100000,847,6013147,OL_23856,14550,00847202307120000003227,2023-07-12,2023-07-12,2023-07-26,KARTIKEYA INFRA,100000,847,6458726,Paid,OL_23856
15961,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,23870,100000,847,6013147,OL_23870,14551,00847202307120000003227,2023-07-12,2023-07-12,2023-07-26,KARTIKEYA INFRA,100000,847,6458726,Paid,OL_23870
15962,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,18812,100000,847,6013147,OL_18812,14843,00847202307120000003237,2023-07-12,2023-07-12,2023-07-26,VINAY AGARWAL,100000,847,6458726,Paid,OL_18812
15963,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,18810,100000,847,6013147,OL_18810,14844,00847202307120000003237,2023-07-12,2023-07-12,2023-07-26,VINAY AGARWAL,100000,847,6458726,Paid,OL_18810
15964,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,18822,100000,847,6013147,OL_18822,14845,00847202307120000003237,2023-07-12,2023-07-12,2023-07-26,VINAY AGARWAL,100000,847,6458726,Paid,OL_18822
15965,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,18818,100000,847,6013147,OL_18818,14846,00847202307120000003237,2023-07-12,2023-07-12,2023-07-26,VINAY AGARWAL,100000,847,6458726,Paid,OL_18818
15966,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,18820,100000,847,6013147,OL_18820,14847,00847202307120000003237,2023-07-12,2023-07-12,2023-07-26,VINAY AGARWAL,100000,847,6458726,Paid,OL_18820
15967,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,18816,100000,847,6013147,OL_18816,14848,00847202307120000003237,2023-07-12,2023-07-12,2023-07-26,VINAY AGARWAL,100000,847,6458726,Paid,OL_18816
15968,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,18808,100000,847,6013147,OL_18808,14849,00847202307120000003237,2023-07-12,2023-07-12,2023-07-26,VINAY AGARWAL,100000,847,6458726,Paid,OL_18808
15969,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,18814,100000,847,6013147,OL_18814,14850,00847202307120000003237,2023-07-12,2023-07-12,2023-07-26,VINAY AGARWAL,100000,847,6458726,Paid,OL_18814
15970,2023-07-14,BHARAT RASHTRA SAMITHI,*******7477,OL,18806,100000,847,6013147,OL_18806,14523,00847202307120000003238,2023-07-12,2023-07-12,2023-07-26,GOWREDDY HARIPRASAD REDDY,100000,847,6458726,Paid,OL_18806
